hospital_pk,hospital_name,collection_week,state,fips_code,geocoded_hospital_address,no_dose_personnel,one_dose_personnel,two_dose_personnel,data_reported,correct_coding,total_personnel,percentage_unvacc,std_error,personnel_iqr,personnel_lbd,personnel_ubd,possible_incorrect_count,recip_county,recip_state,one_dose_pop,two_dose_pop,county_pop_size,percentage_unvacc_county,std_error_away_from_count_pop
061318,MIDDLE PARK MEDICAL CENTER,2021-04-09,CO,08049,"{'type': 'Point', 'coordinates': [-106.391253, 40.057043]}",45,180,100,1,1,225,0.2,0.02666666666666667,0,225,225,0,Grand County,CO,27.5,6.5,15734,0.725,-19.687499999999996
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,2021-04-09,KS,20123,"{'type': 'Point', 'coordinates': [-98.114396, 39.466506]}",105,0,211,1,0,316,0.3322784810126582,0.026497521502711185,14.5,293.5,351.5,0,Mitchell County,KS,51.2,32.9,5979,0.488,-5.8768333850171075
220105,WINCHESTER HOSPITAL,2021-04-09,MA,25017,"{'type': 'Point', 'coordinates': [-71.121408, 42.465496]}",792,2159,2132,1,1,2951,0.26838359878007456,0.008157087063501824,30.5,2862,2984,0,Middlesex County,MA,47.5,27.6,1611699,0.525,-31.45931865409813
171328,OTTAWA COUNTY HEALTH CENTER,2021-04-09,KS,20143,"{'type': 'Point', 'coordinates': [-97.704255, 39.128797]}",46,0,42,1,0,88,0.5227272727272727,0.05324508844980021,2.75,84.125,95.125,0,Ottawa County,KS,33.6,24.7,5704,0.6639999999999999,-2.653253687538147
360230,HILLCREST HOSPITAL,2021-04-09,OH,39035,"{'type': 'Point', 'coordinates': [-81.434786, 41.520132]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Cuyahoga County,OH,37.2,20.9,1235072,0.6279999999999999,NA
220175,METROWEST MEDICAL CENTER,2021-04-09,MA,25017,"{'type': 'Point', 'coordinates': [-71.419778, 42.284283]}",NA,NA,NA,NA,NA,NA,NA,NA,13,1617.5,1669.5,NA,Middlesex County,MA,47.5,27.6,1611699,0.525,NA
340039,IREDELL MEMORIAL HOSPITAL INC,2021-04-09,NC,37097,"{'type': 'Point', 'coordinates': [-80.876852, 35.800865]}",125,3625,3550,1,1,3750,0.03333333333333333,0.00293131243517176,749,3607.5,6603.5,0,Iredell County,NC,36.1,23.2,181806,0.639,-206.61962177743013
010110,BULLOCK COUNTY HOSPITAL,2021-04-09,AL,01011,"{'type': 'Point', 'coordinates': [-85.716432, 32.146183]}",25,35,115,1,0,140,0.17857142857142858,0.03236882025624878,0,140,140,0,Bullock County,AL,29.7,17.9,10101,0.7030000000000001,-16.201658487300936
171316,ANDERSON COUNTY HOSPITAL,2021-04-09,KS,20003,"{'type': 'Point', 'coordinates': [-95.249297, 38.280335]}",76,0,95,1,0,171,0.4444444444444444,0.03799919822537608,0,171,171,0,Anderson County,KS,36.2,24.5,7858,0.6379999999999999,-5.093674724597163
231309,"ASPIRUS ONTONAGON HOSPITAL, INC",2021-04-09,MI,26131,"{'type': 'Point', 'coordinates': [-89.302975, 46.865499]}",40,27,35,1,0,75,0.5333333333333333,0.05760658398584764,12,56,104,0,Ontonagon County,MI,55.7,42.7,5720,0.44299999999999995,1.5681077939897599
360058,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,2021-04-09,OH,39107,"{'type': 'Point', 'coordinates': [-84.639393, 40.479776]}",605,394,378,1,1,999,0.6056056056056056,0.015462423568356953,15,977.5,1037.5,0,Mercer County,OH,26.3,19.2,41172,0.737,-8.497658456549217
340024,SAMPSON REGIONAL MEDICAL CENTER,2021-04-09,NC,37163,"{'type': 'Point', 'coordinates': [-78.323635, 35.007783]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sampson County,NC,37.3,23.2,63531,0.627,NA
160040,MERCYONE CEDAR FALLS MEDICAL CENTER,2021-04-09,IA,19013,"{'type': 'Point', 'coordinates': [-92.455968, 42.533973]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black Hawk County,IA,45.1,31.4,131228,0.5489999999999999,NA
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,2021-04-09,OK,40101,"{'type': 'Point', 'coordinates': [-95.406186, 35.753621]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muskogee County,OK,41.6,27.6,67997,0.584,NA
360081,MERCY HEALTH - ST CHARLES HOSPITAL,2021-04-09,OH,39095,"{'type': 'Point', 'coordinates': [-83.486442, 41.636671]}",425,623,528,1,1,1048,0.40553435114503816,0.015166890956446655,5,1035.5,1055.5,0,Lucas County,OH,31.8,22.4,428348,0.6819999999999999,-18.22823475482631
241351,"CARRIS HEALTH - REDWOOD, LLC",2021-04-09,MN,27127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redwood County,MN,44.1,31.7,15170,0.5589999999999999,NA
340184,HAYWOOD REGIONAL MEDICAL CENTER,2021-04-09,NC,37087,"{'type': 'Point', 'coordinates': [-82.943828, 35.525802]}",NA,NA,NA,NA,NA,NA,NA,NA,0,1076,1076,NA,Haywood County,NC,43.2,29.8,62317,0.568,NA
110030,PIEDMONT CARTERSVILLE MEDICAL CENTER,2021-04-09,GA,13015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Bartow County,GA,7,3.8,107738,0.9299999999999999,NA
250082,DELTA HEALTH- THE MEDICAL CENTER,2021-04-09,MS,28151,"{'type': 'Point', 'coordinates': [-91.035243, 33.409907]}",110,500,500,1,1,610,0.18032786885245902,0.015566342872963806,29,906.5,1022.5,1,Washington County,MS,33.2,22.8,43909,0.6679999999999999,-31.32862581323117
360020,SUMMA HEALTH SYSTEM,2021-04-09,OH,39153,"{'type': 'Point', 'coordinates': [-81.500173, 41.07838]}",4646,367,6564,1,0,11210,0.4144513826940232,0.004652811626133331,120.75,11333.875,11816.875,1,Summit County,OH,32.5,19.8,541013,0.675,-55.998101415187314
030037,ST LUKE'S MEDICAL CENTER,2021-04-09,AZ,04013,"{'type': 'Point', 'coordinates': [-112.042714, 33.451436]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Maricopa County,AZ,39.1,24.8,4485414,0.609,NA
351310,SAKAKAWEA MEDICAL CENTER - CAH,2021-04-09,ND,38057,"{'type': 'Point', 'coordinates': [-101.611559, 47.298342]}",72,66,66,1,1,138,0.5217391304347826,0.04252257799320224,0,138,138,0,Mercer County,ND,35.6,23.5,8187,0.6439999999999999,-2.8751989022105437
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,2021-04-09,IL,17031,"{'type': 'Point', 'coordinates': [-87.622034, 41.89677]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cook County,IL,47.1,25.1,5150233,0.5289999999999999,NA
170200,"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.",2021-04-09,KS,20173,"{'type': 'Point', 'coordinates': [-97.513836, 37.725059]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sedgwick County,KS,39.2,19.6,516042,0.608,NA
340040,VIDANT MEDICAL CENTER,2021-04-09,NC,37147,"{'type': 'Point', 'coordinates': [-77.402014, 35.605701]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pitt County,NC,42.5,30.3,180742,0.575,NA
190065,BATON ROUGE GENERAL MEDICAL CENTER,2021-04-09,LA,22033,"{'type': 'Point', 'coordinates': [-91.094228, 30.392207]}",2396,79,1235,1,0,3631,0.6598733131368769,0.007862080971231014,0,3631,3631,0,East Baton Rouge Parish,LA,41.3,29,440059,0.587,9.268959885243554
161315,KEOKUK COUNTY HEALTH CENTER,2021-04-09,IA,19107,"{'type': 'Point', 'coordinates': [-92.205125, 41.322557]}",54,0,83,1,0,137,0.39416058394160586,0.041749864985875323,5.75,123.375,146.375,0,Keokuk County,IA,39.5,27.3,10246,0.605,-5.050062224865269
141309,CARLE EUREKA HOSPITAL,2021-04-09,IL,17203,"{'type': 'Point', 'coordinates': [-89.271653, 40.72089]}",58,130,130,1,1,188,0.30851063829787234,0.03368595770597415,0,188,188,0,Woodford County,IL,44.7,30.9,38459,0.5529999999999999,-7.257901462566042
010001,SOUTHEAST HEALTH MEDICAL CENTER,2021-04-09,AL,01069,"{'type': 'Point', 'coordinates': [-85.361725, 31.214058]}",1296,226,1405,1,0,2701,0.47982228804146615,0.009612885880424377,97.5,2619.25,3009.25,0,Houston County,AL,30.1,20.9,105882,0.6990000000000001,-22.800407149830633
340091,THE MOSES H CONE MEMORIAL HOSPITAL,2021-04-09,NC,37081,"{'type': 'Point', 'coordinates': [-79.788771, 36.091254]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guilford County,NC,46.5,28.9,537174,0.5349999999999999,NA
110177,DOCTORS HOSPITAL,2021-04-09,GA,13245,"{'type': 'Point', 'coordinates': [-82.091092, 33.482477]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richmond County,GA,25.4,17,202518,0.746,NA
190125,ST FRANCIS MEDICAL CENTER,2021-04-09,LA,22073,"{'type': 'Point', 'coordinates': [-92.11479, 32.499732]}",1089,779,614,1,1,1868,0.5829764453961456,0.011408206161864167,0,0,0,1,Ouachita Parish,LA,33,23.1,153279,0.6699999999999999,-7.62815409970065
241338,MAYO CLINIC HEALTH SYSTEM - LAKE CITY,2021-04-09,MN,27157,"{'type': 'Point', 'coordinates': [-92.287721, 44.458325]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wabasha County,MN,62.2,41.9,21627,0.378,NA
200020,YORK HOSPITAL,2021-04-09,ME,23031,"{'type': 'Point', 'coordinates': [-70.651174, 43.142844]}",394,88,997,1,0,1391,0.28324946081955427,0.012081058716091213,32.75,1364.625,1495.625,0,York County,ME,49.1,30.7,207641,0.509,-18.686320833766015
360009,LIMA MEMORIAL HEALTH SYSTEM,2021-04-09,OH,39003,"{'type': 'Point', 'coordinates': [-84.087687, 40.735586]}",811,231,563,1,0,1374,0.5902474526928675,0.013267360363167533,0,1374,1374,0,Allen County,OH,28.4,22.2,102351,0.716,-9.4783396142795
213300,MOUNT WASHINGTON PEDIATRIC HOSPITAL,2021-04-09,MD,24510,"{'type': 'Point', 'coordinates': [-76.653551, 39.362029]}",79,715,586,1,1,794,0.09949622166246852,0.010622721924243348,288.75,137.875,1292.875,0,Baltimore city,MD,38.2,23.6,593490,0.618,-48.81082099628286
360017,GRANT MEDICAL CENTER,2021-04-09,OH,39049,"{'type': 'Point', 'coordinates': [-82.99064, 39.960959]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Franklin County,OH,33.3,20.1,1316756,0.667,NA
360218,LICKING MEMORIAL HOSPITAL,2021-04-09,OH,39089,"{'type': 'Point', 'coordinates': [-82.450306, 40.046926]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Licking County,OH,30.3,21.5,176862,0.6970000000000001,NA
210068,BALTIMORE CONVENTION CENTER ALTERNATE CARE SITE,2021-04-09,MD,24510,"{'type': 'Point', 'coordinates': [-76.616192, 39.286419]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Baltimore city,MD,38.2,23.6,593490,0.618,NA
050315,KERN MEDICAL CENTER,2021-04-09,CA,06029,"{'type': 'Point', 'coordinates': [-118.967548, 35.382215]}",1148,76,1446,1,0,2594,0.4425597532767926,0.009752144616285865,23.5,2559,2653,0,Kern County,CA,33.8,19.8,900202,0.662,-22.50174247382951
161335,BUCHANAN COUNTY HEALTH CENTER,2021-04-09,IA,19019,"{'type': 'Point', 'coordinates': [-91.874959, 42.468787]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buchanan County,IA,47.3,31.6,21175,0.527,NA
280127,LINCOLN SURGICAL HOSPITAL,2021-04-09,NE,31109,"{'type': 'Point', 'coordinates': [-96.624974, 40.79469]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lancaster County,NE,46.8,27.9,319090,0.532,NA
110165,SOUTHERN REGIONAL MEDICAL CENTER,2021-04-09,GA,13063,"{'type': 'Point', 'coordinates': [-84.390432, 33.577524]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Clayton County,GA,9.1,4,292256,0.909,NA
342017,ASHEVILLE SPECIALTY HOSPITAL,2021-04-09,NC,37021,"{'type': 'Point', 'coordinates': [-82.550817, 35.580843]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buncombe County,NC,51,31.1,261191,0.49,NA
050002,ST ROSE HOSPITAL,2021-04-09,CA,06001,"{'type': 'Point', 'coordinates': [-122.089758, 37.63299]}",158,0,536,1,0,694,0.2276657060518732,0.015917385432005805,56,554,778,0,Alameda County,CA,49.4,33.1,1671329,0.506,-17.48618170597713
100244,CAPE CORAL HOSPITAL,2021-04-09,FL,12071,"{'type': 'Point', 'coordinates': [-81.940945, 26.639325]}",1403,777,722,1,1,2180,0.6435779816513761,0.010257808911400426,113.75,2037.625,2492.625,0,Lee County,FL,42.4,25.4,770577,0.5760000000000001,6.587954819110598
052033,VIBRA HOSPITAL OF SACRAMENTO,2021-04-09,CA,06067,"{'type': 'Point', 'coordinates': [-121.158437, 38.681978]}",132,7,173,1,0,305,0.43278688524590164,0.028370060252052513,6,285,309,0,Sacramento County,CA,39.2,25.2,1552058,0.608,-6.175986698562688
360144,SOUTH POINTE HOSPITAL,2021-04-09,OH,39035,"{'type': 'Point', 'coordinates': [-81.537829, 41.449865]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Cuyahoga County,OH,37.2,20.9,1235072,0.6279999999999999,NA
291306,CARSON VALLEY MEDICAL CENTER,2021-04-09,NV,32005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Douglas County,NV,38.6,25.6,48905,0.614,NA
100302,ST CLOUD REGIONAL MEDICAL CENTER,2021-04-09,FL,12097,"{'type': 'Point', 'coordinates': [-81.302658, 28.242414]}",266,160,155,1,1,426,0.6244131455399061,0.02346315507447755,106,267,691,0,Osceola County,FL,35.4,20.1,375751,0.646,-0.9200320413675043
192036,P A M SPECIALTY HOSPITAL OF HAMMOND,2021-04-09,LA,22105,"{'type': 'Point', 'coordinates': [-90.457354, 30.467916]}",122,40,37,1,1,162,0.7530864197530864,0.033879530960846276,19.5,113.25,191.25,0,Tangipahoa Parish,LA,31.6,22.9,134758,0.6839999999999999,2.0391787546565485
330214,NYU LANGONE HOSPITALS,2021-04-09,NY,36061,"{'type': 'Point', 'coordinates': [-73.974661, 40.74226]}",11684,31883,30847,1,1,43567,0.2681846351596392,0.0021224569013290197,286,43196,44340,0,New York County,NY,50.6,31.3,1628706,0.494,-106.39338056709745
301304,NEW LONDON HOSPITAL,2021-04-09,NH,33013,"{'type': 'Point', 'coordinates': [-72.001831, 43.420512]}",194,6,8,1,0,202,0.9603960396039604,0.013722043896517865,125.5,-130,372,0,Merrimack County,NH,0,5.8,151391,1,-2.886156078110902
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,2021-04-09,ID,16013,"{'type': 'Point', 'coordinates': [-114.349018, 43.648473]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blaine County,ID,62.9,40.3,23021,0.371,NA
360179,BETHESDA NORTH,2021-04-09,OH,39061,"{'type': 'Point', 'coordinates': [-84.343886, 39.252501]}",3434,5637,5497,1,1,9071,0.3785690662550987,0.005092621654710768,74.75,8971.125,9270.125,0,Hamilton County,OH,37.1,22.8,817473,0.629,-49.17524817757631
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,2021-04-09,MN,27091,"{'type': 'Point', 'coordinates': [-94.451728, 43.637688]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin County,MN,48.5,34.6,19683,0.515,NA
100137,ADVENTHEALTH HEART OF FLORIDA,2021-04-09,FL,12105,"{'type': 'Point', 'coordinates': [-81.639951, 28.179726]}",1304,25,474,1,0,1778,0.7334083239595051,0.010486494456042553,1456.75,-1322.625,4504.375,0,Polk County,FL,32.9,20.1,724777,0.671,5.951304720668015
121308,KULA HOSPITAL,2021-04-09,HI,15009,"{'type': 'Point', 'coordinates': [-156.357511, 20.701697]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maui County,HI,0,0,167417,1,NA
161309,CHI HEALTH MISSOURI VALLEY,2021-04-09,IA,19085,"{'type': 'Point', 'coordinates': [-95.885108, 41.563246]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Harrison County,IA,41.8,25.6,14049,0.5820000000000001,NA
010120,MONROE COUNTY HOSPITAL,2021-04-09,AL,01099,"{'type': 'Point', 'coordinates': [-87.319411, 31.497839]}",0,10,320,1,0,320,0,0,0,330,330,1,Monroe County,AL,32.2,19.3,20733,0.6779999999999999,-Inf
012009,"NOLAND HOSPITAL BIRMINGHAM II, LLC",2021-04-09,AL,01073,"{'type': 'Point', 'coordinates': [-86.665138, 33.595444]}",43,22,19,1,1,65,0.6615384615384615,0.05869154380760315,2,63,71,0,Jefferson County,AL,37.7,21.6,658573,0.623,0.6566271567978262
182003,SELECT SPECIALTY HOSPITAL - CENTRAL KENTUCKY,2021-04-09,KY,21021,"{'type': 'Point', 'coordinates': [-84.772639, 37.643798]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Boyle County,KY,45.8,31.6,30060,0.542,NA
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,2021-04-09,MO,29183,"{'type': 'Point', 'coordinates': [-90.774767, 38.803077]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,St. Charles County,MO,38.9,22.6,402022,0.611,NA
181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,2021-04-09,KY,21167,"{'type': 'Point', 'coordinates': [-84.848272, 37.756489]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Mercer County,KY,39.7,25.7,21933,0.603,NA
060024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,2021-04-09,CO,08001,"{'type': 'Point', 'coordinates': [-104.840718, 39.741362]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adams County,CO,2.3,1,517421,0.977,NA
171340,HERINGTON HOSPITAL,2021-04-09,KS,20041,"{'type': 'Point', 'coordinates': [-96.942235, 38.679561]}",43,0,36,1,0,79,0.5443037974683544,0.05603312464373454,5,70.5,90.5,0,Dickinson County,KS,41.7,29.3,18466,0.583,-0.690595121683481
050523,SUTTER DELTA MEDICAL CENTER,2021-04-09,CA,06013,"{'type': 'Point', 'coordinates': [-121.804681, 37.982295]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Contra Costa County,CA,54.1,33.5,1153526,0.45899999999999996,NA
360148,POMERENE HOSPITAL,2021-04-09,OH,39075,"{'type': 'Point', 'coordinates': [-81.920748, 40.564814]}",141,193,171,1,1,334,0.4221556886227545,0.027025174734305935,1,332.5,336.5,0,Holmes County,OH,10.8,9.4,43960,0.892,-17.385431028529933
142006,KINDRED HOSPITAL - SYCAMORE,2021-04-09,IL,17037,"{'type': 'Point', 'coordinates': [-88.689063, 41.982681]}",84,57,41,1,1,141,0.5957446808510638,0.04132838188902931,9,118.5,154.5,0,DeKalb County,IL,40.6,19.8,104897,0.594,0.04221507766136272
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,2021-04-09,MN,27053,"{'type': 'Point', 'coordinates': [-93.262588, 44.956237]}",872,194,3290,1,0,4162,0.20951465641518502,0.006308165481733434,171,3757.5,4441.5,0,Hennepin County,MN,47.2,28.9,1265843,0.528,-50.48779149929621
281309,SYRACUSE AREA HEALTH,2021-04-09,NE,31131,NA,51,66,117,1,0,168,0.30357142857142855,0.035474321390748416,168,-252,420,0,Otoe County,NE,41.6,24.9,16012,0.584,-7.905114472512679
292007,LAS VEGAS-AMG SPECIALTY HOSPITAL,2021-04-09,NV,32003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark County,NV,39.5,24.3,2266715,0.605,NA
232031,"SELECT SPECIALTY HOSPITAL-WYANDOTTE, LLC",2021-04-09,MI,26163,"{'type': 'Point', 'coordinates': [-83.148776, 42.209694]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Wayne County,MI,36.4,22.3,1749343,0.636,NA
050060,COMMUNITY REGIONAL MEDICAL CENTER,2021-04-09,CA,06019,"{'type': 'Point', 'coordinates': [-119.782839, 36.742712]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Fresno County,CA,42.8,26.6,999101,0.5720000000000001,NA
150061,DAVIESS COMMUNITY HOSPITAL,2021-04-09,IN,18027,"{'type': 'Point', 'coordinates': [-87.160319, 38.658695]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Daviess County,IN,27.8,20.9,33351,0.722,NA
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,2021-04-09,NJ,34017,"{'type': 'Point', 'coordinates': [-74.050249, 40.73471]}",20,957,869,1,1,977,0.02047082906857728,0.004530322519967608,116,830.5,1294.5,0,Hudson County,NJ,41.4,20,672391,0.5860000000000001,-124.83198898948729
330223,MASSENA HOSPITAL INC,2021-04-09,NY,36089,"{'type': 'Point', 'coordinates': [-74.907893, 44.936412]}",119,257,254,1,1,376,0.31648936170212766,0.023986024611834727,25.5,288.25,390.25,0,St. Lawrence County,NY,47.8,37.2,107740,0.522,-8.567932436643678
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,2021-04-09,IN,18037,"{'type': 'Point', 'coordinates': [-86.941207, 38.393741]}",782,0,1034,1,0,1816,0.43061674008810574,0.011619565264695913,7.5,1791,1821,0,Dubois County,IN,42.6,29.8,42736,0.5740000000000001,-12.339812776605347
330202,KINGS COUNTY HOSPITAL CENTER,2021-04-09,NY,36047,"{'type': 'Point', 'coordinates': [-73.945601, 40.655691]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kings County,NY,35.7,21.2,2559903,0.643,NA
010016,SHELBY BAPTIST MEDICAL CENTER,2021-04-09,AL,01117,"{'type': 'Point', 'coordinates': [-86.814232, 33.25384]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Shelby County,AL,21.2,11.2,217702,0.788,NA
131312,ST LUKE'S MCCALL,2021-04-09,ID,16085,"{'type': 'Point', 'coordinates': [-116.109703, 44.909354]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valley County,ID,51.3,34,11392,0.487,NA
030094,ABRAZO ARROWHEAD CAMPUS,2021-04-09,AZ,04013,"{'type': 'Point', 'coordinates': [-112.202889, 33.655062]}",1051,451,364,1,1,1502,0.699733688415446,0.011827275955713451,0,1502,1502,0,Maricopa County,AZ,39.1,24.8,4485414,0.609,7.671562645125816
200034,ST MARY'S REGIONAL MEDICAL CENTER,2021-04-09,ME,23001,"{'type': 'Point', 'coordinates': [-70.198211, 44.101412]}",440,1271,1203,1,1,1711,0.2571595558153127,0.010566328274369667,285,998.5,2138.5,0,Androscoggin County,ME,43,24.8,108277,0.5700000000000001,-29.607299343853654
112016,"REGENCY HOSPITAL COMPANY OF MACON, LLC",2021-04-09,GA,13021,"{'type': 'Point', 'coordinates': [-83.616648, 32.847678]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Bibb County,GA,18.4,9.6,153159,0.8160000000000001,NA
220017,CARNEY HOSPITAL,2021-04-09,MA,25025,"{'type': 'Point', 'coordinates': [-71.066442, 42.278108]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Suffolk County,MA,41.8,23.7,803907,0.5820000000000001,NA
150075,BLUFFTON REGIONAL MEDICAL CENTER,2021-04-09,IN,18179,"{'type': 'Point', 'coordinates': [-85.171496, 40.737431]}",218,150,135,1,1,368,0.592391304347826,0.025615459352284757,23.5,303,397,0,Wells County,IN,35,23.9,28296,0.65,-2.2489815567970908
140294,CROSSROADS COMMUNITY HOSPITAL,2021-04-09,IL,17081,"{'type': 'Point', 'coordinates': [-88.936736, 38.312135]}",163,170,160,1,1,333,0.4894894894894895,0.027393776784389156,43.25,224.875,397.875,0,Jefferson County,IL,35.2,25,37684,0.6479999999999999,-5.78636935527782
050067,OAK VALLEY HOSPITAL DISTRICT,2021-04-09,CA,06099,"{'type': 'Point', 'coordinates': [-120.860363, 37.758098]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stanislaus County,CA,45.6,20.9,550660,0.544,NA
181328,BARBOURVILLE ARH HOSPITAL,2021-04-09,KY,21121,"{'type': 'Point', 'coordinates': [-83.87152, 36.85231]}",132,14,99,1,0,231,0.5714285714285714,0.0325601647027537,22,170,258,0,Knox County,KY,26.9,21.2,31145,0.7310000000000001,-4.900817610358504
170203,MERCY SPECIALTY HOSPITAL SOUTHEAST KANSAS,2021-04-09,KS,20021,"{'type': 'Point', 'coordinates': [-94.621802, 37.076624]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cherokee County,KS,34.4,23.6,19939,0.656,NA
010008,CRENSHAW COMMUNITY HOSPITAL,2021-04-09,AL,01041,"{'type': 'Point', 'coordinates': [-86.265314, 31.693773]}",123,0,50,1,0,173,0.7109826589595376,0.03446421597490804,4,163,179,0,Crenshaw County,AL,26.1,15.1,13772,0.739,-0.812940037889173
051327,SENECA DISTRICT HOSPITAL,2021-04-09,CA,06063,"{'type': 'Point', 'coordinates': [-121.234018, 40.305302]}",45,0,72,1,0,117,0.38461538461538464,0.044977334323437396,5,110.5,130.5,0,Plumas County,CA,0,0,18807,1,-13.682105101189656
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,2021-04-09,NV,32003,"{'type': 'Point', 'coordinates': [-115.136882, 36.134584]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark County,NV,39.5,24.3,2266715,0.605,NA
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,2021-04-09,CA,06037,"{'type': 'Point', 'coordinates': [-118.445513, 34.325912]}",3028,95,2573,1,0,5601,0.540617746830923,0.006658853643170683,622,4223,6711,0,Los Angeles County,CA,42.9,25.5,10039107,0.571,-4.562685230398023
112003,SHEPHERD CENTER,2021-04-09,GA,13121,"{'type': 'Point', 'coordinates': [-84.393887, 33.806584]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fulton County,GA,20.4,9.4,1063937,0.796,NA
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,2021-04-09,NY,36087,"{'type': 'Point', 'coordinates': [-74.134943, 41.112294]}",312,1888,1702,1,1,2200,0.14181818181818182,0.007437796139985619,0,2203,2203,1,Rockland County,NY,46.2,30.1,325789,0.538,-53.26602272035171
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,2021-04-09,CA,06097,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,Sonoma County,CA,52.1,33.9,494336,0.479,NA
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,2021-04-09,MD,24510,"{'type': 'Point', 'coordinates': [-76.623648, 39.288712]}",3141,5774,5449,1,1,8915,0.35232753785754345,0.005059298884973221,143,8609.5,9181.5,0,Baltimore city,MD,38.2,23.6,593490,0.618,-52.51171519665274
351318,CARRINGTON HEALTH CENTER,2021-04-09,ND,38031,NA,27,0,79,1,0,106,0.25471698113207547,0.042319120155172175,3,99.5,111.5,0,Foster County,ND,50.9,35.5,3210,0.491,-5.583363217419027
150125,COMMUNITY HOSPITAL,2021-04-09,IN,18089,"{'type': 'Point', 'coordinates': [-87.506294, 41.549736]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake County,IN,36,22.6,485493,0.64,NA
